device_id,location,temperature,humidity,vibration_level,inventory_status,stock_quantity,order_id,supplier_id,supplier_rating,logistics_partner,shipment_status,weather_condition,manual_risk_label,delivery_delay_days,order_to_delivery_days,is_delayed,temp_risk,vibration_risk,inventory_risk,social_media_length,news_alert_length,system_log_length
34,2,17.12,41.97,0.23,1,46,1124,45,2.49,1,1,0,1,7,18.0,1,1,1,0,23,22,26
49,0,27.44,73.62,0.58,0,431,2194,23,4.31,0,0,2,0,-1,17.0,0,1,2,0,19,13,13
49,2,24.77,41.69,1.49,0,221,948,52,2.23,1,0,2,0,0,9.0,0,1,2,0,19,13,13
6,0,27.98,39.83,0.59,0,345,995,22,1.71,0,1,0,1,7,26.5,1,1,2,0,23,22,26
39,1,27.18,24.68,1.3,0,356,2147,51,4.58,1,1,2,0,-4,8.0,0,1,2,0,19,13,13
41,1,26.99,45.11,1.44,0,422,1837,76,1.34,1,1,0,1,7,26.5,1,1,2,0,23,22,26
21,1,22.05,58.44,0.21,0,270,206,68,1.1,0,1,2,0,-3,10.0,0,1,1,0,19,13,13
29,1,24.11,36.44,2.09,0,185,2413,24,1.19,3,0,2,0,0,16.0,0,1,0,0,19,13,13
12,1,27.13,54.18,1.33,0,368,2164,37,1.27,1,1,2,0,-2,9.0,0,1,2,0,19,13,13
1,1,12.83,34.9,0.02,0,250,2122,14,3.16,2,1,0,1,7,26.0,1,1,1,0,23,22,26
49,1,18.28,55.05,1.47,0,264,1921,3,4.28,2,0,2,0,-4,10.0,0,1,2,0,19,13,13
40,2,27.5,55.63,0.5,0,442,2137,41,3.67,2,1,2,0,-3,6.0,0,1,1,0,19,13,13
46,2,24.44,41.95,0.27,0,338,2108,10,1.98,0,1,2,0,0,18.0,0,1,1,0,19,13,13
34,2,16.68,64.2,2.89,0,348,1766,5,2.53,2,0,2,0,-3,14.0,0,1,0,0,19,13,13
37,2,24.01,51.89,1.06,0,84,801,98,3.21,1,0,2,0,-2,7.0,0,1,2,0,19,13,13
12,0,26.0,50.08,0.34,0,333,2097,15,1.19,2,2,0,1,7,26.5,1,1,1,0,23,22,26
34,1,25.88,36.63,1.56,1,0,64,63,3.36,1,1,2,0,-3,13.0,0,1,2,0,19,13,13
7,2,14.68,30.51,4.15,0,344,2222,56,1.49,1,1,1,2,-4,12.0,0,1,0,0,25,27,23
0,2,16.81,51.2,0.67,0,170,2532,80,3.92,2,2,2,0,-2,12.0,0,1,2,0,19,13,13
1,2,23.69,44.99,1.67,0,318,1639,4,3.57,3,0,2,0,1,8.0,1,1,0,0,19,13,13
33,2,23.49,23.97,0.81,0,467,1936,86,1.09,3,1,0,1,0,9.0,0,1,2,0,23,22,26
30,0,25.26,54.91,4.53125,0,486,871,46,1.95,1,2,0,1,-4,13.0,0,1,0,0,23,22,26
13,1,28.1,60.4,1.19,0,369,1767,70,4.13,1,0,2,0,-3,7.0,0,1,2,0,19,13,13
49,2,35.05,40.09,1.56,0,146,1302,52,1.96,2,1,0,1,7,26.5,1,0,2,0,23,22,26
34,2,25.23,50.51,0.38,0,232,528,11,3.96,0,1,2,0,-3,16.0,0,1,1,0,19,13,13
40,1,24.15,50.4,0.32,0,75,1991,33,2.68,3,2,2,0,0,17.0,0,1,1,0,19,13,13
30,1,31.01,52.83,2.45,0,252,2423,63,4.83,2,1,2,0,-4,15.0,0,0,0,0,19,13,13
40,1,26.53,57.84,0.92,0,293,951,3,3.08,0,1,2,0,0,6.0,0,1,2,0,19,13,13
42,2,20.17,66.29,0.21,0,235,1926,42,3.29,3,1,2,0,2,14.0,1,1,1,0,19,13,13
0,0,19.8,48.16,0.79,0,133,990,8,3.68,3,0,2,0,-2,10.0,0,1,2,0,19,13,13
29,1,11.86,44.79,0.66,0,490,33,43,1.98,0,1,0,1,-2,7.0,0,1,2,0,23,22,26
34,2,19.47,55.73,0.57,0,427,859,43,3.97,0,0,2,0,-3,8.0,0,1,1,0,19,13,13
36,2,24.75,48.4,2.27,0,339,2249,68,2.32,3,0,2,0,-1,10.0,0,1,0,0,19,13,13
42,2,22.27,65.23,0.33,0,295,2426,92,2.95,3,1,2,0,-3,11.0,0,1,1,0,19,13,13
11,2,23.01,43.88,0.81,0,400,1567,19,1.73,3,2,2,0,2,13.0,1,1,2,0,19,13,13
17,0,20.95,32.64,3.58,1,37,2475,77,2.27,0,2,1,2,-5,7.0,0,1,0,0,25,27,23
48,1,21.64,51.13,0.05,0,447,1483,52,2.63,1,0,2,0,-1,7.0,0,1,1,0,19,13,13
16,1,29.79,50.52,0.33,0,428,1416,38,1.49,2,2,2,0,-4,9.0,0,1,1,0,19,13,13
22,2,16.46,58.18,1.48,0,406,446,3,4.0,0,1,2,0,-4,13.0,0,1,2,0,19,13,13
4,1,25.72,58.27,0.3,0,417,2256,99,4.16,3,2,2,0,-3,13.0,0,1,1,0,19,13,13
27,0,19.4,29.81,1.35,1,20,647,58,3.46,0,1,0,1,0,9.0,0,1,2,0,23,22,26
48,2,25.36,37.06,0.36,0,443,1457,11,2.44,3,0,2,0,-5,5.0,0,1,1,0,19,13,13
47,0,17.06,64.8,2.99,0,108,1468,97,4.73,3,1,2,0,0,10.0,0,1,0,0,19,13,13
13,2,24.46,59.99,1.25,0,145,944,68,4.26,3,0,2,0,7,19.0,1,1,2,0,19,13,13
9,2,23.01,46.84,1.53,0,190,779,1,4.59,1,2,2,0,-1,9.0,0,1,2,0,19,13,13
15,0,20.88,42.81,0.22,0,396,1501,90,2.67,3,1,2,0,-2,9.0,0,1,1,0,19,13,13
2,2,28.5,47.56,0.06,0,198,1459,69,2.64,0,2,2,0,-2,15.0,0,1,1,0,19,13,13
11,1,27.8,51.88,0.54,0,178,246,6,1.61,1,0,0,1,6,16.0,1,1,1,0,23,22,26
3,0,22.78,40.97,0.08,0,492,2094,39,3.92,3,2,2,0,0,17.0,0,1,1,0,19,13,13
46,1,18.14,53.51,1.05,0,185,642,12,1.83,0,0,2,0,-4,6.0,0,1,2,0,19,13,13
24,2,30.17,35.8,0.76,0,443,1084,33,1.79,3,0,0,1,-5,7.0,0,0,2,0,23,22,26
39,0,25.55,50.76,0.69,0,216,1560,62,4.06,1,2,2,0,-3,11.0,0,1,2,0,19,13,13
48,1,27.01,40.89,1.54,1,29,2236,36,1.25,3,1,0,1,-1,13.0,0,1,2,0,23,22,26
49,0,20.05,49.65,0.43,0,219,500,41,2.94,1,0,2,0,1,13.0,1,1,1,0,19,13,13
23,1,28.9,50.84,3.08,1,9,1920,31,1.59,2,0,0,1,0,13.0,0,1,0,0,23,22,26
44,1,26.66,51.42,1.72,0,408,1010,55,3.68,3,1,2,0,-4,14.0,0,1,0,0,19,13,13
3,0,21.24,42.11,0.55,0,283,379,14,4.45,0,0,2,0,1,19.0,1,1,1,0,19,13,13
47,1,30.96,37.42,2.09,0,327,865,8,2.16,1,1,0,1,6,19.0,1,0,0,0,23,22,26
45,1,28.16,55.9,4.53125,0,156,1544,11,3.71,2,2,2,0,2,15.0,1,1,0,0,19,13,13
43,0,27.77,46.33,0.28,0,103,1,57,4.84,3,0,2,0,7,17.0,1,1,1,0,19,13,13
30,1,24.69,49.58,0.32,0,122,961,38,3.2,3,0,2,0,2,13.0,1,1,1,0,19,13,13
46,0,28.02,41.49,1.07,0,382,41,51,4.17,2,0,2,0,-4,15.0,0,1,2,0,19,13,13
16,0,24.25,56.68,0.95,0,367,258,45,2.45,1,0,2,0,-2,8.0,0,1,2,0,19,13,13
7,1,26.81,56.08,0.18,1,49,1838,91,2.3,0,0,0,1,-2,16.0,0,1,1,0,23,22,26
20,0,23.98,44.18,2.98,0,246,1023,60,2.0,2,2,0,1,-2,15.0,0,1,0,0,23,22,26
17,1,24.3,53.08,2.24,0,351,1938,85,4.98,2,2,2,0,-1,9.0,0,1,0,0,19,13,13
44,0,24.56,51.31,0.09,0,78,83,84,2.38,0,2,2,0,-3,8.0,0,1,1,0,19,13,13
49,0,11.39,59.43,3.18,0,414,1933,54,2.66,2,0,0,1,-5,12.0,0,1,0,0,23,22,26
20,0,24.24,43.61,0.96,0,356,2113,28,3.38,2,0,2,0,0,14.0,0,1,2,0,19,13,13
0,0,16.81,32.14,2.31,0,290,2331,34,4.41,0,1,0,1,5,18.0,1,1,0,0,23,22,26
16,2,20.79,54.03,0.49,0,129,182,90,3.64,3,2,2,0,7,26.5,1,1,1,0,19,13,13
24,0,20.8,60.98,2.8,0,68,386,96,2.38,3,0,0,1,7,22.0,1,1,0,0,23,22,26
46,0,17.95,45.91,0.0,0,99,423,80,2.13,1,1,2,0,-2,10.0,0,1,1,0,19,13,13
28,0,27.76,57.03,1.98,0,96,1468,43,4.72,1,0,2,0,2,17.0,1,1,0,0,19,13,13
26,1,20.02,48.18,1.08,0,81,1566,37,3.98,3,2,2,0,-3,11.0,0,1,2,0,19,13,13
39,0,20.12,57.75,2.08,0,187,1426,7,1.93,0,1,0,1,7,26.5,1,1,0,0,23,22,26
30,2,24.47,45.46,2.43,0,460,1376,36,3.75,0,2,2,0,2,17.0,1,1,0,0,19,13,13
26,2,25.99,51.66,2.23,0,181,1320,78,4.11,3,0,2,0,-2,9.0,0,1,0,0,19,13,13
0,0,26.39,49.78,0.99,0,105,538,75,2.12,2,1,2,0,0,16.0,0,1,2,0,19,13,13
16,2,26.68,52.46,0.76,0,369,1233,23,3.83,1,0,2,0,-4,8.0,0,1,2,0,19,13,13
1,0,17.89,44.83,2.56,0,127,760,98,1.27,0,2,0,1,7,26.5,1,1,0,0,23,22,26
41,0,25.58,38.84,0.31,0,469,827,93,2.17,3,2,2,0,-3,10.0,0,1,1,0,19,13,13
43,2,15.84,37.72,3.13,0,211,254,51,3.95,0,0,2,0,1,12.0,1,1,0,0,19,13,13
42,0,31.13,51.33,0.62,0,401,1131,60,2.19,3,2,0,1,-4,11.0,0,0,2,0,23,22,26
20,2,20.4,45.08,2.29,0,277,1367,86,2.13,3,1,2,0,-1,15.0,0,1,0,0,19,13,13
47,0,24.54,37.09,2.01,1,15,1656,83,4.42,3,0,2,0,-5,11.0,0,1,0,0,19,13,13
9,2,25.04,46.74,2.2,0,73,1211,50,1.06,0,1,2,0,-3,17.0,0,1,0,0,19,13,13
41,0,25.44,74.89,3.16,0,492,959,86,3.18,2,0,0,1,-2,14.0,0,1,0,0,23,22,26
0,0,27.44,41.32,0.28,0,124,43,52,4.32,1,1,2,0,0,7.0,0,1,1,0,19,13,13
38,1,19.95,67.61,1.63,0,238,1651,32,1.35,2,2,0,1,-1,10.0,0,1,0,0,23,22,26
34,2,18.68,32.07,0.06,0,409,278,76,2.04,1,1,0,1,-2,14.0,0,1,1,0,23,22,26
46,0,28.98,54.51,0.18,0,68,628,23,4.05,1,1,2,0,-5,11.0,0,1,1,0,19,13,13
8,1,31.57,44.34,0.63,0,78,2186,81,3.53,0,0,2,0,1,17.0,1,0,2,0,19,13,13
39,0,32.77,25.18,2.05,0,313,1527,99,4.23,1,0,0,1,0,11.0,0,0,0,0,23,22,26
17,1,23.99,44.72,0.56,0,223,1570,33,3.48,2,0,2,0,7,20.0,1,1,1,0,19,13,13
25,2,27.69,59.24,1.2,0,443,1829,13,1.79,2,1,2,0,-4,7.0,0,1,2,0,19,13,13
5,0,21.09,39.75,1.54,0,55,514,13,3.1,1,2,2,0,-1,14.0,0,1,2,0,19,13,13
30,0,29.01,59.77,0.32,0,186,1192,63,1.72,2,1,2,0,4,17.0,1,1,1,0,19,13,13
22,0,31.48,38.93,0.04,0,446,1821,89,4.41,3,0,2,0,0,11.0,0,0,1,0,19,13,13
0,0,20.8,63.54,0.14,1,40,2286,51,1.59,1,1,0,1,-4,12.0,0,1,1,0,23,22,26
0,1,22.32,47.36,3.63,0,129,2251,68,1.98,3,0,0,1,-4,7.0,0,1,0,0,23,22,26
18,2,22.31,60.69,0.18,0,305,436,43,1.82,1,0,0,1,7,26.5,1,1,1,0,23,22,26
36,2,26.6,66.54,3.24,0,151,867,49,4.51,2,0,0,1,-1,13.0,0,1,0,0,23,22,26
47,0,20.36,60.69,1.37,1,16,1676,80,4.04,0,1,2,0,0,13.0,0,1,2,0,19,13,13
49,2,26.91,48.64,2.01,0,375,947,30,1.22,0,0,2,0,-3,7.0,0,1,0,0,19,13,13
28,0,24.96,30.11,0.37,0,246,1446,57,4.68,1,2,2,0,-2,15.0,0,1,1,0,19,13,13
33,1,15.78,41.1,4.53125,0,337,208,27,1.76,0,1,0,1,4,16.0,1,1,0,0,23,22,26
1,0,25.53,58.25,0.53,0,75,1128,94,2.37,2,0,2,0,4,11.0,1,1,1,0,19,13,13
24,0,30.76,47.81,0.68,0,307,228,1,3.41,2,1,2,0,3,13.0,1,0,2,0,19,13,13
12,2,27.8,29.81,0.06,0,309,2141,75,1.21,1,2,0,1,-1,15.0,0,1,1,0,23,22,26
25,0,33.35,40.57,0.9,0,156,1072,54,3.48,3,1,2,0,-1,7.0,0,0,2,0,19,13,13
13,2,35.51,47.44,0.37,0,153,2524,27,2.17,1,1,0,1,-3,7.0,0,0,1,0,23,22,26
14,2,24.42,66.65,0.37,0,435,593,96,2.58,0,2,2,0,0,11.0,0,1,1,0,19,13,13
29,2,31.14,54.54,0.53,0,217,2055,5,3.83,2,2,2,0,-3,10.0,0,0,1,0,19,13,13
34,1,23.27,33.88,0.2,0,411,781,10,1.22,1,2,0,1,-3,6.0,0,1,1,0,23,22,26
46,0,24.85,48.98,0.61,0,336,1340,88,3.2,2,2,2,0,1,16.0,1,1,2,0,19,13,13
35,1,27.37,42.79,1.38,0,267,2433,30,4.42,2,1,2,0,-1,15.0,0,1,2,0,19,13,13
32,2,16.38,42.61,4.14,0,237,2342,80,4.59,3,0,2,0,-1,14.0,0,1,0,0,19,13,13
0,0,23.25,42.27,2.54,0,221,1136,67,1.77,1,1,0,1,0,9.0,0,1,0,0,23,22,26
43,0,35.56,63.97,0.35,0,52,2377,98,4.11,2,0,2,0,-4,8.0,0,0,1,0,19,13,13
4,2,23.36,53.59,0.84,0,377,734,63,4.16,2,2,2,0,-1,18.0,0,1,2,0,19,13,13
33,0,25.78,31.66,2.07,0,376,1696,55,4.43,3,0,2,0,0,11.0,0,1,0,0,19,13,13
43,1,21.34,68.9,4.53125,1,13,211,68,1.77,2,2,1,2,2,9.0,1,1,0,0,25,27,23
25,0,25.35,41.04,2.59,0,400,566,92,2.21,0,1,0,1,-2,6.0,0,1,0,0,23,22,26
13,1,37.42,62.53,1.38,0,396,976,29,3.85,1,0,2,0,0,18.0,0,0,2,0,19,13,13
47,2,25.92,58.89,0.2,1,11,1914,28,3.37,1,0,2,0,1,13.0,1,1,1,0,19,13,13
25,2,27.84,39.5,1.46,0,382,2040,78,2.63,0,2,2,0,-2,7.0,0,1,2,0,19,13,13
16,2,21.56,45.83,1.95,0,468,2149,34,1.74,2,0,2,0,2,13.0,1,1,0,0,19,13,13
22,0,24.37,41.74,1.61,0,437,289,14,4.22,0,0,2,0,1,12.0,1,1,0,0,19,13,13
2,1,23.77,58.62,0.51,0,409,1069,20,1.15,2,1,2,0,-2,12.0,0,1,1,0,19,13,13
6,2,14.61,46.8,3.8,0,377,1910,27,3.49,0,0,0,1,-4,13.0,0,1,0,0,23,22,26
0,0,24.09,45.45,1.68,0,404,1996,41,3.46,0,1,2,0,0,10.0,0,1,0,0,19,13,13
31,2,24.5,34.04,0.84,0,439,26,5,2.83,0,1,2,0,4,16.0,1,1,2,0,19,13,13
22,1,28.59,44.65,0.71,0,233,2462,89,1.48,1,0,2,0,-2,13.0,0,1,2,0,19,13,13
7,2,24.6,44.21,2.79,1,17,66,16,2.57,3,0,0,1,-2,11.0,0,1,0,0,23,22,26
36,2,30.0,53.24,0.64,0,401,85,20,2.26,0,1,0,1,-2,13.0,0,1,2,0,23,22,26
11,1,23.62,41.84,0.16,0,435,2171,23,4.47,3,1,2,0,7,26.5,1,1,1,0,19,13,13
40,0,28.54,77.24375,0.5,0,88,8,49,3.52,3,1,2,0,-1,15.0,0,1,1,0,19,13,13
10,1,19.24,22.673750000000005,2.13,0,309,1274,73,1.38,2,1,0,1,-5,14.0,0,1,0,0,23,22,26
34,1,20.25,48.01,0.28,0,111,267,6,3.19,1,0,2,0,-1,15.0,0,1,1,0,19,13,13
23,0,21.15,37.7,2.87,0,378,195,22,4.01,1,1,2,0,-3,10.0,0,1,0,0,19,13,13
49,1,26.2,54.0,1.14,0,484,1148,83,1.32,0,1,2,0,1,15.0,1,1,2,0,19,13,13
39,2,27.3,51.95,1.29,1,15,1094,34,3.98,0,0,2,0,-3,10.0,0,1,2,0,19,13,13
44,1,22.69,54.11,1.16,0,458,1627,64,3.49,1,0,2,0,6,22.0,1,1,2,0,19,13,13
38,0,23.02,42.32,0.34,0,126,1378,47,2.61,1,2,2,0,-2,15.0,0,1,1,0,19,13,13
46,2,29.55,35.35,0.25,0,197,1823,9,1.9,1,2,2,0,-2,8.0,0,1,1,0,19,13,13
48,0,22.77,51.13,0.59,0,495,730,26,2.77,1,0,2,0,-2,12.0,0,1,2,0,19,13,13
38,0,23.02,54.69,4.53125,0,477,644,53,2.7,0,1,2,0,2,17.0,1,1,0,0,19,13,13
10,2,23.18,50.5,0.05,0,395,307,66,2.21,3,0,2,0,-1,6.0,0,1,1,0,19,13,13
14,0,25.03,44.43,0.77,0,243,1535,85,4.32,0,0,2,0,-4,13.0,0,1,2,0,19,13,13
30,2,19.51,64.21,4.18,0,323,1439,29,1.86,0,0,0,1,-1,9.0,0,1,0,0,23,22,26
45,2,28.35,52.02,4.53125,0,170,732,58,3.95,2,1,2,0,2,15.0,1,1,0,0,19,13,13
40,0,24.19,43.75,0.5,0,395,1349,90,4.67,2,2,2,0,7,26.5,1,1,1,0,19,13,13
48,2,24.34,46.27,0.78,0,97,1494,56,2.74,3,0,2,0,3,19.0,1,1,2,0,19,13,13
5,0,24.0,52.32,4.43,0,62,168,44,2.1,2,0,0,1,0,18.0,0,1,0,0,23,22,26
28,2,23.51,75.71,0.21,0,433,2473,3,1.91,0,0,0,1,2,12.0,1,1,1,0,23,22,26
23,1,24.27,46.79,0.96,0,166,769,64,1.47,3,1,2,0,-2,8.0,0,1,2,0,19,13,13
24,1,33.98,57.97,0.03,0,445,723,43,2.68,1,1,2,0,-1,17.0,0,0,1,0,19,13,13
22,2,21.32,66.56,1.05,0,385,571,51,1.52,2,0,0,1,7,24.0,1,1,2,0,23,22,26
46,1,25.19,64.41,2.08,1,47,268,74,3.01,2,0,2,0,-1,15.0,0,1,0,0,19,13,13
11,2,26.28,54.83,1.31,0,366,2496,65,2.77,0,2,2,0,2,15.0,1,1,2,0,19,13,13
13,0,24.25,53.22,0.97,0,194,2393,50,1.33,2,1,2,0,0,8.0,0,1,2,0,19,13,13
16,1,24.7,61.28,0.11,0,310,1737,44,3.91,3,0,2,0,-3,5.0,0,1,1,0,19,13,13
29,2,23.43,54.2,0.26,0,83,1050,56,4.89,3,2,2,0,-4,12.0,0,1,1,0,19,13,13
41,1,15.69,51.12,0.95,0,332,680,11,3.46,2,2,2,0,-2,17.0,0,1,2,0,19,13,13
24,0,25.27,36.87,1.88,1,18,1582,96,1.91,0,2,0,1,-4,7.0,0,1,0,0,23,22,26
19,0,22.58,40.34,4.22,0,324,1294,71,2.83,0,1,2,0,-2,11.0,0,1,0,0,19,13,13
43,2,23.06,48.52,0.9,1,9,980,37,4.93,0,2,2,0,-1,10.0,0,1,2,0,19,13,13
31,1,20.14,59.82,0.31,0,212,2303,28,1.19,1,2,2,0,-4,13.0,0,1,1,0,19,13,13
8,1,28.38,48.67,0.92,0,146,2210,53,1.04,2,0,2,0,2,11.0,1,1,2,0,19,13,13
11,2,26.98,52.64,0.85,0,432,1317,76,2.0,3,1,0,1,7,26.5,1,1,2,0,23,22,26
30,1,29.48,50.21,2.31,0,218,1220,88,4.71,1,0,2,0,-2,17.0,0,1,0,0,19,13,13
41,0,25.05,55.61,0.9,0,181,93,74,2.05,1,2,0,1,7,19.0,1,1,2,0,23,22,26
23,0,14.96,46.83,4.53125,1,18,659,6,5.0,3,0,0,1,-1,11.0,0,1,0,0,23,22,26
35,1,25.55,43.74,0.13,0,322,237,67,2.43,1,1,2,0,0,12.0,0,1,1,0,19,13,13
45,0,34.12,47.62,0.75,0,372,898,96,4.64,2,1,2,0,-3,8.0,0,0,2,0,19,13,13
13,0,23.4,50.25,0.45,0,62,1413,12,3.99,3,2,2,0,0,12.0,0,1,1,0,19,13,13
49,0,27.09,46.73,4.53125,0,454,1333,52,2.62,3,2,2,0,-2,12.0,0,1,0,0,19,13,13
5,2,24.97,61.79,1.39,0,456,2357,71,1.42,1,0,2,0,-2,8.0,0,1,2,0,19,13,13
44,2,22.34,47.34,1.65,0,209,639,44,4.09,3,1,2,0,-3,6.0,0,1,0,0,19,13,13
49,1,23.02,38.69,0.64,0,251,2433,90,1.13,3,2,2,0,-2,10.0,0,1,2,0,19,13,13
6,2,25.89,29.0,2.39,0,364,699,16,1.95,2,2,0,1,2,13.0,1,1,0,0,23,22,26
20,0,25.13,34.57,0.45,0,314,540,99,1.73,0,0,0,1,-1,6.0,0,1,1,0,23,22,26
4,2,31.09,50.45,0.12,0,219,160,75,1.56,1,0,0,1,5,25.0,1,0,1,0,23,22,26
8,2,30.29,51.99,1.31,0,253,325,96,2.56,1,2,2,0,2,12.0,1,0,2,0,19,13,13
5,0,23.04,43.91,1.31,0,200,984,3,4.87,1,2,2,0,-3,7.0,0,1,2,0,19,13,13
31,1,28.8,47.08,4.53125,0,408,1653,99,1.64,2,1,0,1,5,17.0,1,1,0,0,23,22,26
44,2,22.28,42.38,0.19,0,380,74,91,1.2,2,0,2,0,-2,13.0,0,1,1,0,19,13,13
43,0,17.13,37.79,0.57,0,139,23,64,3.84,0,0,2,0,7,21.0,1,1,1,0,19,13,13
3,1,32.61,50.77,1.11,0,107,520,48,1.97,0,2,0,1,7,26.5,1,0,2,0,23,22,26
6,1,30.8,59.73,1.4,0,486,547,59,1.26,1,1,0,1,2,13.0,1,0,2,0,23,22,26
25,1,32.55,56.06,0.36,1,43,1366,10,4.26,3,0,0,1,2,16.0,1,0,1,0,23,22,26
17,1,16.4,42.53,4.17,0,341,2144,87,1.29,0,2,0,1,7,26.5,1,1,0,0,23,22,26
19,1,22.17,38.8,1.45,0,375,1995,60,1.36,3,2,0,1,7,18.0,1,1,2,0,23,22,26
38,1,20.04,59.34,2.14,0,479,511,66,1.87,1,2,2,0,-1,14.0,0,1,0,0,19,13,13
18,1,18.46,34.02,4.53125,0,442,495,46,2.78,2,0,0,1,0,8.0,0,1,0,0,23,22,26
32,1,30.42,40.16,0.67,0,55,600,92,4.11,0,0,2,0,-2,10.0,0,0,2,0,19,13,13
31,1,25.51,51.06,0.67,0,272,1868,85,1.93,0,0,2,0,-4,10.0,0,1,2,0,19,13,13
9,2,21.5,57.09,0.29,0,473,2136,32,1.55,0,0,2,0,0,7.0,0,1,1,0,19,13,13
35,2,26.3,52.99,4.53125,0,68,146,8,4.95,0,1,2,0,2,9.0,1,1,0,0,19,13,13
3,1,28.41,38.46,1.41,0,119,1542,79,2.59,1,2,2,0,-2,8.0,0,1,2,0,19,13,13
45,1,34.07,31.99,0.0,0,375,2181,84,3.32,0,0,0,1,-2,9.0,0,0,1,0,23,22,26
8,0,25.85,59.55,1.5,0,161,1622,2,1.11,1,0,2,0,-4,14.0,0,1,2,0,19,13,13
17,1,15.96,45.49,3.98,0,446,1484,58,2.29,1,2,0,1,-2,13.0,0,1,0,0,23,22,26
29,0,23.75,33.27,0.21,0,144,1421,55,1.65,2,0,0,1,-3,8.0,0,1,1,0,23,22,26
25,2,29.63,35.02,0.54,0,213,2284,87,2.75,0,0,2,0,-3,17.0,0,1,1,0,19,13,13
2,0,25.0,44.32,2.17,0,288,271,63,3.11,0,1,2,0,-2,12.0,0,1,0,0,19,13,13
45,1,25.48,46.76,0.13,0,477,1511,75,2.19,1,2,2,0,0,6.0,0,1,1,0,19,13,13
15,0,22.65,33.75,4.53125,0,86,135,48,1.42,1,0,0,1,-3,15.0,0,1,0,0,23,22,26
15,1,13.14,70.42,0.17,0,374,1649,31,1.52,2,1,0,1,-1,6.0,0,1,1,0,23,22,26
31,2,28.86,63.06,0.57,0,492,322,43,2.03,2,2,2,0,-1,9.0,0,1,1,0,19,13,13
13,2,22.97,43.83,0.73,0,470,2162,72,4.88,0,0,2,0,1,20.0,1,1,2,0,19,13,13
39,1,27.31,22.673750000000005,1.27,0,63,110,73,3.56,0,0,2,0,-4,10.0,0,1,2,0,19,13,13
47,1,20.5,40.36,4.0,0,96,485,43,1.3,0,1,0,1,7,26.5,1,1,0,0,23,22,26
2,0,22.69,36.08,0.64,0,65,1406,25,4.29,0,1,2,0,-4,10.0,0,1,2,0,19,13,13
28,2,31.65,63.21,0.21,0,158,1360,38,4.07,0,2,2,0,-1,9.0,0,0,1,0,19,13,13
42,2,27.62,64.95,0.36,0,385,461,34,3.81,1,1,2,0,2,19.0,1,1,1,0,19,13,13
24,1,21.66,49.39,0.84,0,187,1016,83,4.79,3,1,2,0,4,15.0,1,1,2,0,19,13,13
20,0,21.53,34.7,4.02,0,494,2501,53,2.44,0,0,1,2,7,26.5,1,1,0,0,25,27,23
26,1,14.04,46.65,1.72,0,492,2533,80,2.23,2,1,0,1,2,10.0,1,1,0,0,23,22,26
5,0,24.17,45.3,1.65,0,143,2189,78,3.39,0,1,2,0,-5,9.0,0,1,0,0,19,13,13
33,0,16.09,27.7,0.12,0,437,988,18,3.0,2,2,2,0,-1,13.0,0,1,1,0,19,13,13
20,1,19.62,52.16,4.16,0,455,1502,52,3.2,3,0,2,0,-2,6.0,0,1,0,0,19,13,13
8,0,23.94,61.79,0.63,0,495,1138,14,3.74,2,2,2,0,0,13.0,0,1,2,0,19,13,13
7,1,29.15,59.23,3.06,0,364,2172,55,1.23,0,1,0,1,-5,12.0,0,1,0,0,23,22,26
4,2,30.75,52.97,0.03,0,411,1291,33,1.81,3,1,0,1,-1,7.0,0,0,1,0,23,22,26
3,0,24.69,54.91,0.45,0,475,203,7,3.97,1,0,2,0,1,14.0,1,1,1,0,19,13,13
12,2,19.71,56.3,0.65,0,282,1892,50,2.22,2,2,2,0,2,13.0,1,1,2,0,19,13,13
30,0,28.14,63.59,0.12,0,425,2344,85,1.42,3,0,2,0,-5,6.0,0,1,1,0,19,13,13
7,0,26.62,62.84,1.44,0,65,598,74,3.64,0,1,2,0,-3,10.0,0,1,2,0,19,13,13
20,2,27.86,60.25,1.03,1,23,706,27,3.56,3,0,2,0,-2,6.0,0,1,2,0,19,13,13
8,0,26.0,49.19,0.05,0,477,272,47,4.16,1,0,2,0,-5,12.0,0,1,1,0,19,13,13
20,1,21.5,56.81,1.46,0,300,1173,46,1.85,0,1,0,1,7,24.0,1,1,2,0,23,22,26
12,2,27.1,44.22,1.04,0,463,169,88,4.01,2,0,2,0,-1,15.0,0,1,2,0,19,13,13
17,1,27.26,47.18,1.28,0,481,1691,68,4.02,2,0,2,0,1,17.0,1,1,2,0,19,13,13
0,1,22.46,31.41,0.78,0,393,1213,96,4.94,2,0,2,0,-1,9.0,0,1,2,0,19,13,13
2,1,24.21,62.52,0.45,1,48,1495,4,1.41,3,2,0,1,6,25.0,1,1,1,0,23,22,26
24,0,28.45,52.66,0.28,0,131,1917,12,3.74,2,1,2,0,-2,12.0,0,1,1,0,19,13,13
26,2,25.46,36.23,0.95,1,34,1652,93,1.37,3,0,0,1,-4,12.0,0,1,2,0,23,22,26
43,2,31.79,46.46,0.23,1,21,902,82,3.93,2,2,0,1,-3,16.0,0,0,1,0,23,22,26
4,0,25.81,62.17,0.14,0,179,1436,10,2.42,1,2,2,0,0,15.0,0,1,1,0,19,13,13
27,0,27.48,70.75,1.7,0,383,630,40,1.07,0,0,0,1,-4,14.0,0,1,0,0,23,22,26
