Order_ID,Buyer_ID,Supplier_ID,Product_Category,Quantity_Ordered,Shipping_Mode,Order_Value_USD,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Organization_ID,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Supply_Risk_Flag,processing_time_days,transit_time_days,total_lead_time,resilience_score,resilience_label,risk_score
166,15,15,4,63,3,1456.72,3.0,0,0.0,8,0.71,9,0,327,1,2,0.3367,0.73,408.5,1,4,8.0,12,51.284,Medium,12.729000000000003
167,0,3,1,770,1,6656.24,0.0,1,0.0,14,0.95,9,1,974,1,3,0.1613,1.2,69.69,0,1,9.0,10,47.78,Medium,12.705000000000002
168,1,24,0,248,1,20975.31,5.0,0,0.0,0,0.62,1,0,219,1,3,0.1533,4.05,305.13,1,2,8.0,10,57.248000000000005,Medium,11.938
169,11,17,4,238,3,24896.8,1.0,4,0.0,11,0.55,19,0,665,1,4,0.4012,2.11,229.19,1,3,4.0,7,49.72,Medium,12.545
170,19,27,0,588,1,20512.34,0.0,1,0.0,2,0.66,8,0,401,1,7,0.3938,1.03,397.38,0,1,2.0,3,58.464,Medium,10.334000000000001
171,24,26,0,60,3,26781.42,2.0,2,0.0,10,0.55,9,0,866,1,9,0.1826,4.98,67.29,1,2,3.0,5,50.019999999999996,Medium,12.745000000000001
172,26,29,3,618,2,29959.02,0.0,1,0.0,1,0.56,13,0,105,1,2,0.1565,4.04,230.76,0,2,6.0,8,59.324,Medium,10.144
173,21,3,4,613,1,991.23,0.0,1,0.0,15,0.79,9,0,903,1,4,0.2843,2.34,409.58,0,2,8.0,10,46.816,Medium,12.921
174,41,28,4,273,2,23472.71,0.0,1,0.0,8,0.53,12,0,867,1,9,0.0141,4.21,285.21,0,3,8.0,11,53.012,Medium,11.547
175,21,3,3,427,0,48193.21,0.0,1,0.0,14,0.52,4,0,765,1,2,0.0505,3.56,297.52,0,4,1.0,5,47.608,Medium,12.748000000000001
176,5,12,1,812,2,26192.1,0.0,1,0.0,11,0.86,4,0,95,1,10,0.0718,4.05,93.72,0,1,9.0,10,50.444,Medium,12.114
177,10,24,0,105,2,34038.34,0.0,1,0.0,0,0.68,6,0,424,1,1,0.1009,4.17,109.55,0,3,6.0,9,60.272,Medium,9.932
178,18,25,2,97,3,15937.26,0.0,1,0.0,12,0.56,0,0,403,1,10,0.2609,0.88,354.65,0,1,4.0,5,49.424,Medium,12.344000000000001
179,11,7,0,87,2,38812.57,1.0,2,0.0,13,0.63,7,1,705,1,8,0.4962,3.3,353.77,1,2,2.0,4,47.952,Medium,12.937000000000001
180,27,13,0,297,1,38759.61,7.0,3,0.0,7,0.82,12,0,642,1,9,0.3298,0.53,490.6,1,2,16.0,18,49.828,Medium,14.118000000000002
181,18,28,1,129,3,26304.15,1.0,4,0.0,7,0.64,1,0,853,1,7,0.04,0.7,370.38,1,3,2.0,5,53.355999999999995,Medium,11.736
182,42,23,0,823,0,48812.68,7.5,4,0.0,11,0.75,7,0,510,1,8,0.2675,4.57,271.96,1,3,16.5,21,44.4,Medium,16.125
183,22,21,3,500,1,6714.74,0.0,1,0.0,0,0.56,17,0,613,1,4,0.2534,2.87,435.8,0,3,1.0,4,60.224000000000004,Medium,9.944
184,30,1,3,921,0,1338.91,0.0,1,0.0,10,0.79,18,1,591,1,4,0.0806,3.81,97.01,0,4,6.0,10,51.316,Medium,11.921
185,41,20,4,461,2,38622.83,7.5,0,0.0,7,0.66,6,0,925,1,2,0.4609,4.27,252.18,1,2,16.5,19,47.964,Medium,15.334000000000001
186,29,22,2,509,1,40454.2,0.0,1,0.0,9,0.81,16,1,142,1,8,0.226,4.77,179.2,0,1,3.0,4,52.224000000000004,Medium,11.719000000000001
187,5,7,0,174,1,6450.26,2.0,3,0.0,18,0.9,18,0,800,1,2,0.4973,4.41,97.09,1,3,3.0,6,42.959999999999994,Medium,14.31
188,1,6,0,191,0,13646.35,1.0,2,0.0,10,0.81,12,1,658,1,9,0.2158,2.67,393.58,1,3,9.0,12,50.724000000000004,Medium,12.319
189,3,16,1,478,1,1368.84,3.0,4,0.0,6,0.65,15,0,323,1,4,0.3079,2.01,279.86,1,2,7.0,9,53.06,Medium,12.335
190,31,0,3,919,1,15018.78,5.0,0,0.0,10,0.63,15,1,708,1,1,0.0613,1.2,300.55,1,4,12.0,16,48.251999999999995,Medium,13.937000000000001
191,21,2,2,744,1,38770.52,0.0,1,0.0,16,0.66,19,0,230,1,4,0.2326,2.3,235.06,0,4,3.0,7,45.864,Medium,13.134
192,2,18,4,832,2,26139.05,7.5,0,0.0,0,0.58,18,0,985,1,3,0.127,2.15,257.15,1,2,14.0,16,54.232,Medium,13.942
193,10,0,3,953,0,17730.73,0.0,1,0.0,7,0.59,2,0,447,1,6,0.4194,3.02,102.21,0,3,6.0,9,53.936,Medium,11.341000000000001
194,21,0,4,987,1,18901.1,0.0,1,0.0,5,0.9,15,0,55,1,7,0.3941,3.49,352.81,0,1,3.0,4,55.86,Medium,10.91
195,16,20,1,16,3,567.0,0.0,1,0.0,17,0.69,13,1,799,1,8,0.4138,4.9,244.6,0,1,5.0,6,44.976,Medium,13.331000000000001
196,24,17,1,339,3,15340.13,0.0,1,0.0,5,0.72,3,0,201,1,2,0.3646,3.78,417.55,0,4,3.0,7,55.788,Medium,10.928
197,29,16,0,784,3,32499.71,5.0,4,0.0,4,0.8,11,0,529,1,6,0.418,3.4,138.33,1,4,6.0,10,53.72,Medium,12.720000000000002
198,43,5,2,682,3,48722.62,7.5,0,0.0,12,0.79,15,0,388,1,6,0.1084,2.01,142.27,1,3,15.0,18,43.516,Medium,16.320999999999998
199,15,1,4,160,2,42429.51,0.0,1,0.0,18,0.53,9,0,797,1,10,0.2315,0.66,340.59,0,2,6.0,8,44.012,Medium,13.547
200,4,28,3,94,1,1667.95,7.5,0,0.0,7,0.92,10,0,700,1,5,0.349,1.8,430.7,1,3,14.0,17,48.068,Medium,15.308000000000002
201,18,24,1,156,0,44978.75,2.0,2,0.0,8,0.59,8,0,343,1,10,0.3223,3.96,262.49,1,4,10.0,14,51.836,Medium,12.341000000000001
202,30,10,0,633,1,39268.32,5.0,0,0.0,16,0.86,8,0,48,1,10,0.361,1.42,377.13,1,2,10.0,12,42.944,Medium,15.114
203,34,23,0,390,2,39128.62,0.0,1,0.0,2,0.89,9,1,302,1,7,0.1199,3.7,499.7,0,3,5.0,8,58.556,Medium,10.311000000000002
204,4,21,4,924,3,23170.79,7.5,0,0.0,18,0.86,6,0,699,1,3,0.0582,3.11,495.62,1,3,16.5,21,38.144,Low,16.590875
205,46,7,1,557,2,20201.26,0.0,1,0.0,10,0.79,14,0,171,1,4,0.4592,1.27,384.95,0,2,7.0,9,51.316,Medium,11.921
206,38,4,2,294,1,15494.33,0.0,1,0.0,16,0.51,18,1,340,1,10,0.2845,1.68,382.81,0,4,3.0,7,45.804,Medium,13.149000000000001
207,41,22,1,709,0,3751.9,2.0,3,0.0,18,0.68,4,0,895,1,9,0.0854,2.73,161.43,1,4,7.0,11,42.87199999999999,Medium,14.332
208,39,0,4,91,2,11797.65,0.0,1,0.0,1,0.8,7,0,113,1,4,0.3988,2.38,425.09,0,4,6.0,10,59.42,Medium,10.120000000000001
209,47,18,4,523,0,12706.88,0.0,1,0.0,7,0.69,7,0,170,1,3,0.4583,4.0,232.3,0,4,3.0,7,53.976,Medium,11.331000000000001
210,9,25,1,906,2,24461.81,3.0,4,0.0,18,0.93,17,0,808,1,2,0.0931,3.8,482.9,1,4,11.0,15,42.372,Medium,14.707
211,23,29,4,824,0,37498.5,0.0,1,0.0,6,0.65,0,0,644,1,5,0.4105,3.09,86.64,0,3,9.0,12,54.86,Medium,11.135000000000002
212,24,22,1,718,0,23953.59,0.0,1,0.0,16,0.65,14,1,63,1,4,0.4673,4.2,246.13,0,4,3.0,7,45.86,Medium,13.135000000000002
213,9,12,3,925,3,3363.3,2.0,0,0.0,5,0.63,19,0,949,1,8,0.4698,3.03,300.13,1,1,4.0,5,54.55199999999999,Medium,11.737000000000002
214,34,22,1,532,0,47910.6,3.0,0,0.0,18,0.67,9,0,43,1,7,0.4579,4.84,232.32,1,3,12.0,15,42.268,Medium,14.733
215,23,25,1,755,3,47164.85,7.0,2,0.0,5,0.78,14,1,251,1,6,0.2777,1.48,144.76,1,3,10.0,13,51.612,Medium,13.722000000000001
216,38,21,4,395,1,39366.88,1.0,2,0.0,1,0.85,9,1,976,1,2,0.1845,3.71,316.84,1,2,5.0,7,58.839999999999996,Medium,10.515
217,4,8,4,716,1,49570.73,3.0,2,0.0,5,0.83,14,0,899,1,3,0.0136,2.16,390.16,1,4,11.0,15,54.032,Medium,12.117
218,19,19,0,480,3,27451.88,0.0,1,0.0,4,0.9,10,0,122,1,10,0.0398,1.76,340.18,0,1,4.0,5,56.76,Medium,10.71
219,22,6,0,128,3,48157.03,0.0,1,0.0,18,0.94,1,0,327,1,9,0.2201,1.31,155.5,0,3,2.0,5,44.176,Medium,13.506
220,45,20,3,405,2,4242.45,3.0,3,0.0,19,0.91,0,1,32,1,9,0.2057,2.99,379.22,1,4,12.0,16,41.464,Medium,14.909
221,0,22,0,541,2,18601.2,0.0,1,0.0,3,0.51,2,1,567,1,5,0.1005,1.47,165.6,0,3,3.0,6,57.504000000000005,Medium,10.549
222,17,17,1,270,2,11656.37,1.0,4,0.0,16,0.87,8,0,833,1,3,0.2038,1.4,128.84,1,1,10.0,11,45.348,Medium,13.513
223,36,4,4,814,1,10193.74,2.0,3,0.0,10,0.6,2,0,656,1,2,0.0956,4.96,360.8,1,4,3.0,7,50.03999999999999,Medium,12.740000000000002
224,49,0,0,943,2,7469.75,2.0,0,0.0,3,0.57,2,0,127,1,8,0.4259,4.11,429.25,1,3,11.0,14,56.328,Medium,11.343000000000002
225,41,10,0,265,0,31309.48,0.0,1,0.0,12,0.82,18,1,994,1,6,0.1561,3.87,266.69,0,2,1.0,3,49.528,Medium,12.318000000000001
226,9,18,3,743,0,39175.43,3.0,0,0.0,19,0.66,19,0,710,1,10,0.3033,4.07,289.13,1,4,7.0,11,41.364,Medium,14.934000000000001
227,20,13,3,914,2,29125.77,2.0,3,0.0,16,0.53,4,0,652,1,7,0.2564,4.86,186.24,1,1,3.0,4,44.611999999999995,Medium,13.947000000000001
228,4,14,1,235,0,7774.65,3.0,3,0.0,8,0.57,13,1,943,1,1,0.0354,3.08,272.58,1,1,11.0,12,51.228,Medium,12.743000000000002
229,32,12,4,62,1,40650.63,0.0,1,0.0,3,0.5,3,0,221,1,1,0.4717,1.49,109.39,0,2,1.0,3,57.5,Medium,10.55
230,8,16,3,949,0,31979.76,1.0,2,0.0,13,0.95,11,0,427,1,10,0.2683,4.38,480.12,1,3,3.0,6,48.08,Medium,12.905000000000001
231,4,2,0,876,1,19714.2,0.0,1,0.0,18,0.51,5,0,122,1,2,0.1693,3.84,410.16,0,4,5.0,9,44.004,Medium,13.549
232,11,27,4,509,3,33869.45,7.5,0,0.0,2,0.6,13,0,53,1,10,0.0875,2.36,350.59,1,3,15.0,18,52.44,Medium,14.340000000000002
233,20,27,4,515,3,13365.3,0.0,1,0.0,13,0.71,3,0,137,1,3,0.1759,2.63,292.19,0,3,2.0,5,48.584,Medium,12.529000000000002
234,34,17,0,863,3,17587.01,0.0,1,0.0,7,0.68,14,0,885,1,1,0.0201,2.35,406.48,0,1,2.0,3,53.971999999999994,Medium,11.332
235,8,15,3,373,3,45915.55,2.0,3,0.0,0,0.96,3,0,167,1,5,0.1881,4.68,272.64,1,4,4.0,8,59.184,Medium,10.704000000000002
236,10,16,0,289,0,14879.97,0.0,1,0.0,9,0.52,17,1,794,1,3,0.2704,2.05,184.99,0,1,9.0,10,52.108,Medium,11.748000000000001
237,40,29,4,602,2,23764.42,0.0,1,0.0,17,0.76,2,0,836,1,1,0.4372,4.84,122.17,0,4,6.0,10,45.004,Medium,13.324
238,42,15,2,723,0,44561.99,0.0,1,0.0,15,0.84,18,0,403,1,8,0.3468,4.6,341.41,0,1,1.0,2,46.836,Medium,12.916
239,17,9,2,167,1,35532.21,0.0,1,0.0,7,0.97,0,0,876,1,6,0.0647,3.34,468.24,0,3,8.0,11,54.088,Medium,11.303
240,25,3,1,641,0,3579.06,0.0,1,0.0,0,0.81,0,1,861,1,9,0.0824,3.11,119.13,0,4,5.0,9,60.324,Medium,9.919
241,46,1,0,68,0,7791.5,0.0,1,0.0,11,0.9,11,1,521,1,3,0.2198,2.17,131.01,0,4,9.0,13,50.459999999999994,Medium,12.11
242,40,18,0,736,1,888.16,0.0,1,0.0,7,0.54,9,0,923,1,9,0.1059,0.58,245.12,0,3,8.0,11,53.916,Medium,11.346
243,8,0,1,137,3,31730.63,0.0,1,0.0,15,0.69,13,0,54,1,9,0.0236,1.07,413.1,0,4,6.0,10,46.775999999999996,Medium,12.931000000000001
244,38,6,1,745,3,22659.83,3.0,4,0.0,17,0.69,2,0,117,1,1,0.4045,3.89,182.27,1,1,7.0,8,43.176,Medium,14.531000000000002
245,40,21,1,730,3,7146.61,0.0,1,0.0,3,0.94,6,0,228,1,3,0.0196,2.62,164.26,0,3,1.0,4,57.676,Medium,10.506
246,18,16,4,891,2,47917.74,7.5,0,0.0,5,0.58,9,0,452,1,6,0.417,1.17,328.98,1,3,16.5,20,49.732,Medium,14.942
247,8,9,0,124,1,26718.16,3.0,2,0.0,11,0.58,10,1,839,1,8,0.0806,1.69,291.03,1,2,9.0,11,48.532,Medium,13.342
248,2,13,4,218,1,12473.72,0.0,1,0.0,8,0.66,9,1,324,1,4,0.4876,4.77,77.1,0,2,4.0,6,53.064,Medium,11.534
249,20,1,1,535,0,25279.88,0.0,1,0.0,14,0.53,17,0,186,1,5,0.3059,2.15,86.67,0,4,2.0,6,47.611999999999995,Medium,12.747000000000002
250,43,21,0,530,2,34141.21,0.0,1,0.0,15,0.59,11,1,237,1,9,0.3701,4.58,339.36,0,2,5.0,7,46.736000000000004,Medium,12.941
251,30,16,4,561,3,4273.84,7.5,4,0.0,11,0.98,16,1,712,1,6,0.0641,1.87,259.31,1,3,16.0,19,44.492,Medium,16.102
252,0,15,4,971,2,14097.84,1.0,4,0.0,13,0.71,16,0,992,1,7,0.4324,2.94,486.94,1,2,2.0,4,47.983999999999995,Medium,12.929000000000002
253,10,17,1,246,1,40444.79,1.0,2,0.0,12,0.82,3,0,681,1,7,0.4212,0.59,355.34,1,4,10.0,14,48.928,Medium,12.718000000000002
254,13,10,0,290,1,23253.41,5.0,4,0.0,1,0.86,12,1,915,1,4,0.33,2.85,54.53,1,1,14.0,15,56.444,Medium,12.114
255,28,21,1,368,0,27555.57,0.0,1,0.0,2,0.68,5,0,276,1,4,0.2561,3.37,266.46,0,1,6.0,7,58.471999999999994,Medium,10.332
256,40,15,0,210,0,21924.39,0.0,1,0.0,9,0.57,7,1,879,1,4,0.3635,1.55,236.5,0,4,2.0,6,52.128,Medium,11.743000000000002
257,12,16,2,767,1,2673.05,5.0,0,0.0,8,0.6,17,1,847,1,5,0.0129,3.11,98.02,1,3,7.0,10,50.04,Medium,13.540000000000001
258,48,1,3,287,3,8704.61,0.0,1,0.0,19,0.66,0,0,388,1,5,0.3003,3.41,465.44,0,3,7.0,10,43.164,Medium,13.734000000000002
259,39,21,3,244,3,22554.31,0.0,1,0.0,7,0.82,4,1,498,1,8,0.4252,3.59,412.26,0,2,9.0,11,54.028,Medium,11.318000000000001
260,28,17,3,503,2,10854.68,3.0,0,0.0,9,0.7,1,1,711,1,9,0.1849,3.99,153.54,1,1,6.0,7,50.379999999999995,Medium,12.93
261,15,23,1,13,1,2973.96,0.0,1,0.0,18,0.5,1,0,696,1,2,0.0631,1.9,165.19,0,2,8.0,10,44.0,Medium,13.55
262,27,1,2,675,1,42260.66,7.0,0,0.0,2,0.76,7,0,299,1,7,0.2162,3.05,64.41,1,3,16.0,19,54.304,Medium,13.123999999999999
263,14,19,0,451,3,49069.03,3.0,0,0.0,4,0.96,2,0,366,1,1,0.3663,4.92,183.52,1,2,10.0,12,54.983999999999995,Medium,11.904000000000002
264,14,17,4,38,3,39760.57,2.0,2,0.0,2,0.91,11,0,666,1,1,0.0626,4.54,313.08,1,3,9.0,12,57.364,Medium,11.109000000000002
265,29,26,0,118,1,42762.35,0.0,1,0.0,15,0.91,3,0,753,1,4,0.111,4.79,239.38,0,1,3.0,4,46.864000000000004,Medium,12.909
266,25,19,4,619,0,12477.87,0.0,1,0.0,16,0.9,6,0,881,1,10,0.0823,2.24,486.16,0,2,5.0,7,45.96,Medium,13.11
267,25,4,0,736,1,48051.04,0.0,1,0.0,14,0.66,4,0,959,1,7,0.4005,4.04,75.24,0,1,7.0,8,47.664,Medium,12.734000000000002
268,4,14,2,814,1,10247.82,0.0,1,0.0,2,0.88,0,0,213,1,2,0.0408,3.29,316.14,0,3,5.0,8,58.552,Medium,10.312000000000001
269,32,16,4,84,3,47595.78,7.5,4,0.0,11,0.57,8,1,222,1,2,0.3464,0.87,436.24,1,4,16.5,21,44.328,Medium,16.143
270,46,23,1,847,3,49743.56,0.0,1,0.0,8,0.83,1,1,561,1,1,0.1896,4.21,266.33,0,2,3.0,5,53.132000000000005,Medium,11.517000000000001
271,12,27,0,155,0,35730.28,0.0,1,0.0,11,0.82,0,1,796,1,10,0.3803,3.55,51.33,0,3,2.0,5,50.428,Medium,12.118000000000002
272,22,21,0,137,0,49066.61,0.0,1,0.0,14,0.51,5,0,332,1,2,0.4825,1.4,159.26,0,4,5.0,9,47.604,Medium,12.749
273,9,23,4,862,2,28692.22,0.0,1,0.0,1,0.89,14,1,603,1,7,0.0661,0.86,195.7,0,3,9.0,12,59.456,Medium,10.111
274,14,15,1,51,1,13347.32,7.5,3,0.0,17,0.95,6,1,190,1,9,0.164,4.27,484.7,1,4,14.0,18,39.08,Low,16.590875
275,31,14,1,365,3,22131.3,2.0,0,0.0,19,0.63,4,0,508,1,6,0.407,0.86,460.3,1,4,6.0,10,41.952,Medium,14.537000000000003
276,49,28,2,50,0,29881.27,0.0,1,0.0,11,0.91,6,0,329,1,10,0.1404,0.91,477.13,0,3,6.0,9,50.464,Medium,12.109000000000002
277,29,16,1,943,2,4117.54,0.0,1,0.0,3,0.54,17,0,92,1,2,0.1154,2.42,421.59,0,4,5.0,9,57.516000000000005,Medium,10.546
278,21,7,1,43,2,31305.99,1.0,3,0.0,15,0.8,14,1,312,1,10,0.4144,1.11,208.24,1,1,10.0,11,46.22,Medium,13.320000000000002
279,1,18,1,26,3,49068.3,2.0,3,0.0,15,0.74,18,0,271,1,10,0.4937,4.61,457.64,1,4,11.0,15,45.596,Medium,13.726000000000003
280,36,23,3,686,3,9910.33,7.5,2,0.0,0,0.77,19,0,793,1,9,0.2829,2.62,491.76,1,1,16.0,17,54.308,Medium,13.923000000000002
281,8,21,2,162,2,39733.46,3.0,2,0.0,1,0.96,17,0,209,1,7,0.1462,3.06,207.53,1,1,6.0,7,57.684,Medium,11.304000000000002
282,48,11,0,387,0,45440.99,2.0,4,0.0,2,0.94,2,0,249,1,1,0.2053,4.68,167.25,1,3,5.0,8,57.376,Medium,11.106000000000002
283,42,29,4,597,2,47213.23,5.0,3,0.0,19,0.89,4,0,923,1,9,0.0934,2.89,296.11,1,4,11.0,15,40.256,Medium,15.711000000000002
284,47,5,0,608,1,48026.71,0.0,1,0.0,16,0.64,8,0,701,1,2,0.3833,2.09,134.22,0,2,9.0,11,45.856,Medium,13.136
285,11,12,2,638,1,26312.25,3.0,4,0.0,19,0.96,13,0,953,1,4,0.389,4.09,64.68,1,3,11.0,14,41.484,Medium,14.904000000000002
286,41,26,4,883,3,48876.74,0.0,1,0.0,0,0.55,2,1,692,1,9,0.4388,2.49,475.62,0,1,8.0,9,60.22,Medium,9.945
287,34,10,2,351,0,37986.86,0.0,1,0.0,19,0.93,18,0,304,1,4,0.023,1.93,466.58,0,3,3.0,6,43.272,Medium,13.707
288,41,27,1,990,0,8502.74,0.0,1,0.0,5,0.66,12,0,521,1,3,0.2854,3.75,123.19,0,1,4.0,5,55.763999999999996,Medium,10.934000000000001
289,46,14,4,36,1,24106.56,0.0,1,0.0,14,0.53,10,0,698,1,1,0.115,4.11,233.48,0,2,5.0,7,47.611999999999995,Medium,12.747000000000002
290,48,8,1,834,2,36057.39,2.0,0,0.0,13,0.83,2,0,890,1,7,0.177,4.06,423.97,1,4,5.0,9,47.432,Medium,13.317000000000002
291,8,21,0,296,3,12743.35,5.0,2,0.0,19,0.62,0,0,405,1,6,0.3946,4.9,347.45,1,1,7.0,8,40.148,Medium,15.738000000000001
292,36,8,0,655,2,32210.45,2.0,0,0.0,14,0.62,8,0,758,1,10,0.1041,4.04,227.65,1,3,9.0,12,46.44799999999999,Medium,13.538
293,3,7,4,740,2,33496.72,0.0,1,0.0,13,0.65,16,1,147,1,4,0.3228,3.96,384.88,0,4,3.0,7,48.56,Medium,12.535
294,23,3,4,177,2,8553.64,0.0,1,0.0,4,0.53,4,1,848,1,6,0.3307,4.36,453.67,0,2,4.0,6,56.611999999999995,Medium,10.747000000000002
295,16,7,2,619,0,28471.72,0.0,1,0.0,5,0.59,10,1,887,1,6,0.4775,0.5,466.77,0,2,3.0,5,55.736000000000004,Medium,10.941
296,46,29,2,277,1,38695.53,1.0,2,0.0,16,0.5,7,0,832,1,4,0.3898,2.13,220.48,1,1,5.0,6,45.199999999999996,Medium,13.55
297,11,20,1,758,0,25195.34,0.0,1,0.0,10,0.72,13,0,138,1,6,0.4038,3.82,128.1,0,3,8.0,11,51.288,Medium,11.928
298,10,17,4,830,1,1099.1,0.0,1,0.0,15,0.54,14,1,58,1,10,0.2705,3.2,460.78,0,2,9.0,11,46.716,Medium,12.946
299,35,23,0,464,3,947.4,7.0,2,0.0,11,0.84,10,0,685,1,8,0.1015,1.3,91.65,1,4,15.0,19,46.236,Medium,14.916
300,9,6,2,915,3,18172.95,0.0,1,0.0,14,0.62,15,0,798,1,3,0.2185,1.87,374.76,0,1,9.0,10,47.647999999999996,Medium,12.738000000000001
301,19,28,2,694,2,46346.61,2.0,0,0.0,3,0.97,1,0,302,1,4,0.2792,2.02,113.22,1,4,11.0,15,56.488,Medium,11.303
302,47,24,0,410,1,11819.5,0.0,1,0.0,17,0.94,7,0,637,1,10,0.3424,3.06,225.22,0,4,6.0,10,45.076,Medium,13.306000000000001
303,44,9,2,931,1,31901.0,0.0,1,0.0,2,0.64,14,0,545,1,1,0.3078,4.24,235.2,0,3,1.0,4,58.456,Medium,10.336
304,36,12,1,990,1,11492.76,1.0,4,0.0,7,0.89,17,1,320,1,4,0.203,4.7,121.44,1,1,7.0,8,53.456,Medium,11.711000000000002
305,12,17,4,485,2,16422.66,1.0,0,0.0,2,0.9,1,0,546,1,10,0.14,3.88,465.21,1,3,5.0,8,57.959999999999994,Medium,10.71
306,24,3,0,711,2,42478.08,0.0,1,0.0,7,0.99,8,0,912,1,10,0.0924,4.29,51.2,0,1,9.0,10,54.096000000000004,Medium,11.301000000000002
307,26,17,4,643,3,36578.64,0.0,1,0.0,17,0.8,2,1,648,1,9,0.35,2.62,452.21,0,1,5.0,6,45.019999999999996,Medium,13.320000000000002
308,6,26,2,567,0,5222.26,1.0,0,0.0,9,0.54,14,1,243,1,8,0.3262,2.25,447.72,1,1,3.0,4,51.516,Medium,12.146
309,39,9,2,585,1,21720.75,0.0,1,0.0,19,0.82,15,0,218,1,4,0.3468,2.27,192.63,0,1,5.0,6,43.228,Medium,13.718000000000002
310,11,20,0,139,1,1943.9,0.0,1,0.0,16,0.81,5,0,614,1,7,0.1925,3.27,366.93,0,4,8.0,12,45.924,Medium,13.119
311,42,4,1,831,0,24304.06,0.0,1,0.0,7,0.82,1,1,103,1,10,0.1386,1.06,163.76,0,2,9.0,11,54.028,Medium,11.318000000000001
312,28,24,3,372,1,33290.48,0.0,1,0.0,10,0.65,11,1,336,1,3,0.3823,3.11,391.45,0,3,1.0,4,51.260000000000005,Medium,11.935
313,24,14,0,714,2,6365.88,0.0,1,0.0,4,0.93,17,0,234,1,9,0.3891,3.49,302.5,0,4,3.0,7,56.772,Medium,10.707
314,36,18,3,828,2,14799.8,2.0,2,0.0,12,0.98,13,1,976,1,10,0.2333,2.48,185.1,1,4,6.0,10,48.391999999999996,Medium,13.102
315,33,22,3,702,1,20192.91,5.0,0,0.0,4,0.61,12,0,899,1,4,0.3098,4.79,230.11,1,2,11.0,13,53.644,Medium,12.739
316,6,16,1,301,2,46016.79,3.0,3,0.0,12,0.54,10,0,801,1,2,0.193,3.24,360.45,1,3,11.0,14,47.616,Medium,13.546
317,40,16,3,380,2,49666.12,0.0,1,0.0,5,0.6,0,0,20,1,10,0.354,1.49,457.74,0,2,6.0,8,55.739999999999995,Medium,10.940000000000001
318,39,16,3,803,1,2723.11,0.0,1,0.0,4,0.91,18,0,338,1,5,0.4195,2.66,108.83,0,1,2.0,3,56.763999999999996,Medium,10.709000000000001
319,20,26,1,38,3,38169.89,2.0,2,0.0,8,0.84,5,1,21,1,2,0.3472,3.54,307.11,1,4,10.0,14,51.93599999999999,Medium,12.316
320,40,24,3,158,0,18900.34,0.0,1,0.0,15,0.82,8,0,44,1,10,0.2612,1.96,164.18,0,1,3.0,4,46.828,Medium,12.918000000000001
321,12,27,3,788,2,19926.68,0.0,1,0.0,1,0.7,2,0,456,1,6,0.2347,0.86,410.62,0,4,6.0,10,59.379999999999995,Medium,10.129999999999999
322,46,24,3,305,3,37836.12,0.0,1,0.0,0,0.79,14,0,461,1,10,0.3247,3.13,81.61,0,3,6.0,9,60.316,Medium,9.921
323,36,13,0,20,2,45962.11,1.0,2,0.0,7,0.65,6,0,749,1,1,0.3431,4.77,360.03,1,4,4.0,8,53.36,Medium,11.735000000000001
324,3,7,0,521,2,47570.97,1.0,2,0.0,18,0.74,0,0,229,1,6,0.2838,2.68,128.73,1,2,10.0,12,43.495999999999995,Medium,13.926000000000002
325,8,27,0,685,0,29067.57,0.0,1,0.0,10,0.9,14,0,450,1,4,0.3162,4.58,318.37,0,3,4.0,7,51.36,Medium,11.91
326,17,16,1,122,2,18177.5,7.0,4,0.0,11,0.99,3,0,662,1,3,0.0573,4.26,426.06,1,4,10.0,14,46.296,Medium,14.901000000000002
327,18,10,2,196,0,39483.68,3.0,2,0.0,11,0.97,13,1,544,1,2,0.4764,1.16,389.79,1,3,4.0,7,48.688,Medium,13.303
328,2,28,3,816,0,12924.57,5.0,4,0.0,6,0.97,2,0,604,1,7,0.3975,3.69,388.82,1,3,7.0,10,51.988,Medium,13.103000000000002
329,22,6,3,753,0,28421.66,1.0,4,0.0,12,0.7,8,0,238,1,9,0.1932,2.46,283.03,1,3,7.0,10,48.879999999999995,Medium,12.73
330,33,23,1,236,3,18249.63,0.0,1,0.0,7,0.73,15,1,944,1,3,0.2858,1.63,450.84,0,2,6.0,8,53.992000000000004,Medium,11.327
331,0,7,3,319,1,33003.24,3.0,0,0.0,8,0.85,8,0,353,1,6,0.0332,3.59,314.65,1,1,4.0,5,51.34,Medium,12.715000000000002
332,34,7,0,107,3,12399.75,3.0,3,0.0,6,0.96,3,0,89,1,9,0.0302,3.84,462.88,1,2,12.0,14,53.184,Medium,12.304000000000002
333,35,20,2,64,1,9983.85,0.0,1,0.0,14,0.57,3,1,362,1,2,0.1329,1.31,295.94,0,4,3.0,7,47.628,Medium,12.743000000000002
334,3,7,4,632,1,45952.83,3.0,3,0.0,1,0.65,19,0,405,1,7,0.348,4.62,277.68,1,1,5.0,6,57.56,Medium,11.335
335,21,9,3,673,0,5539.28,0.0,1,0.0,19,0.57,3,0,299,1,5,0.4276,3.88,150.06,0,2,8.0,10,43.128,Medium,13.743000000000002
